Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
"Williams, Alexander and Patterson Pvt. Ltd.",Finance,France,Groq,2022,16234,11,12544,17.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
Escobar-Blankenship Pvt. Ltd.,Telecom,Germany,Gemini,2023,11499,9,20326,8.6,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
Byrd-Wilson Pvt. Ltd.,Entertainment,Germany,LLaMA,2022,9334,2,2775,27.9,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
Garcia-Snow Pvt. Ltd.,Advertising,South Africa,Mixtral,2022,16997,3,15662,10.3,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Larsen-Moore Pvt. Ltd.,Finance,USA,Groq,2022,12060,7,2923,13.6,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
Rodriguez-Patel Pvt. Ltd.,Entertainment,India,ChatGPT,2024,8386,30,7254,15.8,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Jacobs-Brandt Pvt. Ltd.,Advertising,France,Claude,2023,1351,10,16540,3.2,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Lewis, Henson and Barnes Pvt. Ltd.",Finance,Canada,Groq,2024,4125,29,22313,19.2,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Miller, Green and Stephens Pvt. Ltd.",Transportation,Germany,Claude,2024,6827,25,11389,16.9,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Moore, Mccall and Pham Pvt. Ltd.",Utilities,USA,ChatGPT,2024,5943,3,12472,28.9,"Productivity increased, but there's anxiety about job security. HR hosted webinars weekly."
"Hamilton, Smith and Stafford Pvt. Ltd.",Legal Services,Singapore,Groq,2022,759,22,3536,18.1,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
"Patton, White and Burke Pvt. Ltd.",Entertainment,India,Gemini,2022,10550,28,10810,21.6,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Long, Morgan and Hunter Pvt. Ltd.",Legal Services,Singapore,LLaMA,2024,17874,4,12872,21.5,There's concern that AI will replace some of us soon. Clients now expect faster results due to AI use.
Garza-Martin Pvt. Ltd.,Education,Singapore,LLaMA,2024,5626,11,24286,13.4,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
"Bradley, Santiago and Crawford Pvt. Ltd.",Legal Services,Canada,ChatGPT,2023,17742,10,15703,22.0,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Jarvis, Davis and Gomez Pvt. Ltd.",Technology,France,ChatGPT,2022,4275,18,13296,19.2,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
Poole PLC Pvt. Ltd.,Healthcare,UK,Claude,2022,13037,18,6102,20.4,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
Miller-Alexander Pvt. Ltd.,Entertainment,USA,Groq,2024,13196,14,11953,2.3,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Leonard, Pitts and Ross Pvt. Ltd.",Defense,USA,Gemini,2022,18724,10,9524,26.9,"Job roles have shifted a lot, which is both good and scary. HR hosted webinars weekly."
"Haynes, Wiggins and Johnson Pvt. Ltd.",Technology,UAE,ChatGPT,2023,7981,8,21097,7.1,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
"Hicks, Duran and Parker Pvt. Ltd.",Hospitality,USA,ChatGPT,2024,11436,8,7749,9.9,I love using AI—it makes my job easier and more fun. Job rotations have increased.
Bowen-Alexander Pvt. Ltd.,Technology,Brazil,LLaMA,2024,4433,30,19577,17.3,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Gibson-Gonzalez Pvt. Ltd.,Legal Services,USA,LLaMA,2024,9470,10,20702,20.2,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
"Johnson, Reynolds and Hughes Pvt. Ltd.",Telecom,India,LLaMA,2024,2154,5,10004,6.1,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
Baird-Chaney Pvt. Ltd.,Hospitality,Canada,LLaMA,2022,19539,5,19910,6.3,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
"Wheeler, Brown and Martin Pvt. Ltd.",Technology,UK,Mixtral,2022,13588,7,15251,21.2,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Garza-Martinez Pvt. Ltd.,Defense,USA,Groq,2024,7894,7,14491,28.3,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
Powers-Wright Pvt. Ltd.,Utilities,Singapore,LLaMA,2024,3436,12,17083,18.7,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
"Stewart, Swanson and Oliver Pvt. Ltd.",Defense,South Korea,ChatGPT,2022,4817,27,7617,9.9,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
Price-Clayton Pvt. Ltd.,Advertising,Australia,ChatGPT,2022,12295,29,19238,14.4,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
"Rubio, Bryant and Mann Pvt. Ltd.",Education,UK,Groq,2023,7017,7,12621,34.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Smith, Page and Smith Pvt. Ltd.",Telecom,South Korea,ChatGPT,2024,14320,23,22533,20.5,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
Guerrero-Allen Pvt. Ltd.,Finance,USA,Gemini,2024,19037,2,18632,17.8,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Webster-Hall Pvt. Ltd.,Defense,South Korea,Claude,2024,11738,5,20077,33.0,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Wright, Forbes and Ritter Pvt. Ltd.",Entertainment,Brazil,Claude,2022,14501,23,19705,12.4,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Gray-Maldonado Pvt. Ltd.,Advertising,South Africa,Mixtral,2022,17231,12,9443,5.2,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
"Waller, Lee and Daniels Pvt. Ltd.",Transportation,UK,Gemini,2023,16426,1,18361,21.2,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"Watson, Phillips and Martinez Pvt. Ltd.",Entertainment,Japan,Groq,2023,15118,7,21674,4.9,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Aguilar-Peterson Pvt. Ltd.,Hospitality,Brazil,Claude,2023,10393,11,21821,11.8,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
"Brown, Herring and Barrett Pvt. Ltd.",Retail,Brazil,Mixtral,2023,15537,14,3653,17.7,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Gomez, Martin and Armstrong Pvt. Ltd.",Legal Services,India,ChatGPT,2022,15479,9,20748,3.7,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Shaw-Silva Pvt. Ltd.,Telecom,Brazil,ChatGPT,2024,11794,13,24498,27.0,Our workflows have improved drastically with generative AI. Some departments feel left behind.
"Rodriguez, Edwards and Burch Pvt. Ltd.",Manufacturing,South Korea,Gemini,2022,19462,16,24920,4.7,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
Hopkins-Perkins Pvt. Ltd.,Retail,France,Claude,2022,19007,30,5378,22.2,There's concern that AI will replace some of us soon. Some departments feel left behind.
Gallagher PLC Pvt. Ltd.,Utilities,UAE,Claude,2023,3757,24,17358,15.7,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
"Hall, Robinson and Williams Pvt. Ltd.",Manufacturing,UAE,Groq,2024,4041,13,14101,27.4,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
"Mcintyre, Jones and Morrison Pvt. Ltd.",Retail,UK,Mixtral,2024,878,10,7825,18.8,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
"Allen, Ferguson and Meza Pvt. Ltd.",Transportation,UAE,LLaMA,2023,19199,23,22782,6.0,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Griffin-Simpson Pvt. Ltd.,Finance,South Africa,Gemini,2022,6742,1,21722,16.2,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Frank, Ramos and Stone Pvt. Ltd.",Healthcare,UK,Claude,2023,15498,4,7412,19.9,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Bright, Rush and Kelley Pvt. Ltd.",Telecom,Germany,Gemini,2023,11869,25,18498,23.8,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
Velez PLC Pvt. Ltd.,Advertising,Australia,Gemini,2022,14158,9,19543,7.7,"Productivity increased, but there's anxiety about job security. It changed how we communicate internally."
Beard-Garcia Pvt. Ltd.,Education,France,Groq,2024,3839,10,6660,16.4,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
White-Stewart Pvt. Ltd.,Hospitality,Japan,ChatGPT,2023,16717,10,23271,30.5,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Davis-Cooley Pvt. Ltd.,Advertising,USA,Groq,2024,6716,6,6562,31.1,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
"Nichols, Dillon and Wilson Pvt. Ltd.",Finance,USA,Groq,2023,17587,10,2581,28.9,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
Garcia-Dixon Pvt. Ltd.,Manufacturing,Brazil,Groq,2024,5419,21,10060,11.8,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Hernandez, Mason and Black Pvt. Ltd.",Finance,Brazil,Gemini,2023,13351,9,24831,2.4,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Morton-Guerrero Pvt. Ltd.,Legal Services,Singapore,Mixtral,2022,17355,25,22698,22.2,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
King-Lee Pvt. Ltd.,Utilities,Australia,LLaMA,2023,6200,27,11133,20.4,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
Payne-Chen Pvt. Ltd.,Transportation,UAE,Claude,2024,4180,9,3245,14.6,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Miller-Wilson Pvt. Ltd.,Utilities,South Africa,Gemini,2023,4141,21,1044,29.6,"We now finish tasks faster, but some older employees are struggling. My team adapted faster than others."
"James, Pennington and Jones Pvt. Ltd.",Education,USA,Gemini,2023,4417,18,5272,5.4,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Parker, Thompson and Graham Pvt. Ltd.",Utilities,South Africa,Mixtral,2024,9633,25,12936,9.1,Our workflows have improved drastically with generative AI. Job rotations have increased.
Barr-Fisher Pvt. Ltd.,Transportation,France,Gemini,2022,591,17,1786,16.3,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
Taylor-Martinez Pvt. Ltd.,Retail,Switzerland,Groq,2023,11951,5,14679,28.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
"Watson, Hanson and Simmons Pvt. Ltd.",Legal Services,France,Gemini,2023,2453,21,12380,14.1,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Miller, Lopez and Rodriguez Pvt. Ltd.",Advertising,UAE,ChatGPT,2023,14575,12,4476,19.1,"Job roles have shifted a lot, which is both good and scary. HR hosted webinars weekly."
Park-Paul Pvt. Ltd.,Entertainment,Germany,LLaMA,2023,9057,23,23777,3.4,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
Melton-Bell Pvt. Ltd.,Hospitality,Brazil,Mixtral,2023,17660,1,13531,6.8,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Gates, Brown and Davis Pvt. Ltd.",Education,Singapore,ChatGPT,2023,7570,13,23289,34.7,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Miller-Huff Pvt. Ltd.,Education,South Africa,LLaMA,2023,8706,17,12240,14.7,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Estes and Sons Pvt. Ltd.,Retail,USA,Claude,2022,4286,5,6966,13.2,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Ramirez, Murphy and Spence Pvt. Ltd.",Entertainment,USA,Mixtral,2022,1329,1,6724,13.3,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
"Davis, Wilson and Mills Pvt. Ltd.",Telecom,Singapore,Claude,2024,16125,5,19877,27.6,"Productivity increased, but there's anxiety about job security. It changed how we communicate internally."
"Guzman, Williams and Gonzalez Pvt. Ltd.",Telecom,South Africa,ChatGPT,2022,10529,17,13191,7.3,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
King-Rose Pvt. Ltd.,Utilities,South Korea,Mixtral,2022,16106,20,4223,24.9,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Wiley-Diaz Pvt. Ltd.,Legal Services,South Africa,Mixtral,2022,12604,20,13038,2.3,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
Rocha-Hayes Pvt. Ltd.,Defense,Brazil,Mixtral,2023,12774,13,2420,24.1,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Thomas, Walker and Faulkner Pvt. Ltd.",Legal Services,India,ChatGPT,2023,717,23,12289,14.1,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Davis, Lee and Jordan Pvt. Ltd.",Healthcare,Japan,Gemini,2022,3957,28,18669,3.8,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Ramos, Berg and Perez Pvt. Ltd.",Legal Services,Singapore,Groq,2023,9767,8,22308,8.2,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
Myers-Martin Pvt. Ltd.,Hospitality,Switzerland,Gemini,2024,14645,24,20652,33.5,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
"Ross, Miller and Lee Pvt. Ltd.",Technology,Japan,Mixtral,2024,1469,9,15722,3.3,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
Schneider-Thompson Pvt. Ltd.,Finance,South Africa,Gemini,2024,17705,26,11809,10.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
"Joseph, Smith and Bowen Pvt. Ltd.",Healthcare,South Korea,Groq,2022,17052,19,13241,20.8,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
"Herrera, Webb and Clayton Pvt. Ltd.",Manufacturing,USA,Mixtral,2023,9081,23,8439,14.0,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
